subj_id,gender,age_group,age,age_centered,trial_nr,symmetric_position,magnet_bin,magnet_center_x,magnet_center_y,magnet_centrality_x,click_scaled_x,click_dist_from_magnet_center_x,click_dist_magnets
AXEFt3Yt,f,4,4.77,0.78,18,4,9,1501.41,126.66,541.41,1110.67,-390.75,2.44
AXEFt3Yt,f,4,4.77,0.78,19,2,4,624.96,126.66,335.04,821.33,196.37,1.23
B8tRXosR,f,4,4.7,0.71,5,2,7,1212.46,126.66,252.46,989.33,-223.13,1.39
B8tRXosR,f,4,4.7,0.71,6,4,2,350.74,126.66,609.26,541.33,190.6,1.19
B8tRXosR,f,4,4.7,0.71,7,3,8,1396.2,126.66,436.2,1400,3.8,0.02
B8tRXosR,f,4,4.7,0.71,8,1,6,1113.68,126.66,153.68,945.33,-168.35,1.05
B8tRXosR,f,4,4.7,0.71,9,2,4,697.78,126.66,262.22,824,126.22,0.79
B8tRXosR,f,4,4.7,0.71,10,5,10,1674.41,126.66,714.41,1537.33,-137.07,0.86
B8tRXosR,f,4,4.7,0.71,11,4,9,1657.41,126.66,697.41,1585.33,-72.08,0.45
B8tRXosR,f,4,4.7,0.71,12,1,5,912.71,126.66,47.29,1078.67,165.96,1.04
B8tRXosR,f,4,4.7,0.71,13,3,3,531.74,126.66,428.26,798.67,266.93,1.67
B8tRXosR,f,4,4.7,0.71,14,2,7,1212.46,126.66,252.46,1013.33,-199.13,1.24
B8tRXosR,f,4,4.7,0.71,15,5,1,202.96,126.66,757.04,594.67,391.7,2.45
B8tRXosR,f,4,4.7,0.71,16,3,8,1396.2,126.66,436.2,1228,-168.2,1.05
B8tRXosR,f,4,4.7,0.71,17,2,4,697.78,126.66,262.22,588,-109.78,0.69
B8tRXosR,f,4,4.7,0.71,18,1,5,912.71,126.66,47.29,957.33,44.63,0.28
B8tRXosR,f,4,4.7,0.71,19,3,3,531.74,126.66,428.26,644,112.26,0.7
bLKWm6QP,m,4,4.82,0.83,5,3,3,566.1,126.66,393.9,1696,1129.9,7.06
bLKWm6QP,m,4,4.82,0.83,6,5,10,1664.44,126.66,704.44,1793.33,128.9,0.81
bLKWm6QP,m,4,4.82,0.83,7,1,6,1016.62,126.66,56.62,1772,755.38,4.72
bLKWm6QP,m,4,4.82,0.83,8,2,4,669.21,126.66,290.79,1797.33,1128.13,7.05
bLKWm6QP,m,4,4.82,0.83,9,1,5,877.74,126.66,82.26,1768,890.26,5.56
bLKWm6QP,m,4,4.82,0.83,10,2,7,1211.44,126.66,251.44,1765.33,553.9,3.46
bLKWm6QP,m,4,4.82,0.83,11,4,9,1571.75,126.66,611.75,1789.33,217.59,1.36
bLKWm6QP,m,4,4.82,0.83,12,4,2,360.46,126.66,599.54,1788,1427.54,8.92
bLKWm6QP,m,4,4.82,0.83,13,3,8,1447.22,126.66,487.22,1737.33,290.11,1.81
bLKWm6QP,m,4,4.82,0.83,14,5,10,1664.44,126.66,704.44,1792,127.56,0.8
bLKWm6QP,m,4,4.82,0.83,15,2,7,1211.44,126.66,251.44,1797.33,585.9,3.66
bLKWm6QP,m,4,4.82,0.83,16,2,4,669.21,126.66,290.79,1800,1130.79,7.07
bLKWm6QP,m,4,4.82,0.83,17,3,8,1447.22,126.66,487.22,1762.67,315.45,1.97
bLKWm6QP,m,4,4.82,0.83,18,1,6,1016.62,126.66,56.62,1734.67,718.05,4.49
bLKWm6QP,m,4,4.82,0.83,19,4,2,360.46,126.66,599.54,1673.33,1312.88,8.21
BmRFnVRW,f,4,4.45,0.46,5,4,2,294.21,126.66,665.79,1641.33,1347.13,8.42
BmRFnVRW,f,4,4.45,0.46,6,3,3,478.05,126.66,481.95,1684,1205.95,7.54
BmRFnVRW,f,4,4.45,0.46,7,1,5,799.67,126.66,160.33,957.33,157.67,0.99
BmRFnVRW,f,4,4.45,0.46,8,4,9,1552.29,126.66,592.29,1421.33,-130.96,0.82
BmRFnVRW,f,4,4.45,0.46,9,5,10,1728.86,126.66,768.86,1525.33,-203.53,1.27
BmRFnVRW,f,4,4.45,0.46,10,3,8,1421.72,126.66,461.72,1410.67,-11.06,0.07
BmRFnVRW,f,4,4.45,0.46,11,5,1,98.01,126.66,861.99,658.67,560.65,3.5
BmRFnVRW,f,4,4.45,0.46,12,1,6,1010.41,126.66,50.41,1041.33,30.93,0.19
BmRFnVRW,f,4,4.45,0.46,13,2,4,664.12,126.66,295.88,644,-20.12,0.13
BmRFnVRW,f,4,4.45,0.46,14,1,6,1010.41,126.66,50.41,1020,9.59,0.06
BmRFnVRW,f,4,4.45,0.46,15,3,8,1421.72,126.66,461.72,1464,42.28,0.26
BmRFnVRW,f,4,4.45,0.46,16,5,1,98.01,126.66,861.99,378.67,280.65,1.75
BmRFnVRW,f,4,4.45,0.46,17,4,9,1552.29,126.66,592.29,1676,123.71,0.77
BmRFnVRW,f,4,4.45,0.46,18,2,4,664.12,126.66,295.88,469.33,-194.79,1.22
BmRFnVRW,f,4,4.45,0.46,19,3,3,478.05,126.66,481.95,460,-18.05,0.11
bXhTfL5P,f,4,4.11,0.12,5,3,3,579.25,126.66,380.75,1846.67,1267.42,7.92
bXhTfL5P,f,4,4.11,0.12,6,5,1,121.34,126.66,838.66,18.67,-102.67,0.64
bXhTfL5P,f,4,4.11,0.12,7,5,10,1735.54,126.66,775.54,1904,168.46,1.05
bXhTfL5P,f,4,4.11,0.12,8,2,7,1223.56,126.66,263.56,1893.33,669.77,4.19
bXhTfL5P,f,4,4.11,0.12,9,1,6,1008.32,126.66,48.32,32,-976.32,6.1
bXhTfL5P,f,4,4.11,0.12,10,2,4,681.6,126.66,278.4,1914.67,1233.07,7.71
bXhTfL5P,f,4,4.11,0.12,11,1,5,784.62,126.66,175.38,36,-748.62,4.68
bXhTfL5P,f,4,4.11,0.12,12,4,2,305.27,126.66,654.73,1892,1586.73,9.92
bXhTfL5P,f,4,4.11,0.12,13,3,8,1412.37,126.66,452.37,0,-1412.37,8.83
bXhTfL5P,f,4,4.11,0.12,14,3,3,579.25,126.66,380.75,1900,1320.75,8.25
bXhTfL5P,f,4,4.11,0.12,15,2,4,681.6,126.66,278.4,1856,1174.4,7.34
bXhTfL5P,f,4,4.11,0.12,16,4,2,305.27,126.66,654.73,28,-277.27,1.73
bXhTfL5P,f,4,4.11,0.12,17,3,8,1412.37,126.66,452.37,1901.33,488.96,3.06
bXhTfL5P,f,4,4.11,0.12,18,4,9,1509.26,126.66,549.26,48,-1461.26,9.13
bXhTfL5P,f,4,4.11,0.12,19,1,5,784.62,126.66,175.38,1897.33,1112.71,6.95
bxLCYb9w,m,4,4.47,0.48,5,1,5,937.19,126.66,22.81,1036,98.81,0.62
bxLCYb9w,m,4,4.47,0.48,6,3,3,493.43,126.66,466.57,1184,690.57,4.32
bxLCYb9w,m,4,4.47,0.48,7,5,10,1714.87,126.66,754.87,1438.67,-276.2,1.73
bxLCYb9w,m,4,4.47,0.48,8,1,6,1093.76,126.66,133.76,1156,62.24,0.39
bxLCYb9w,m,4,4.47,0.48,9,2,4,719.29,126.66,240.71,794.67,75.38,0.47
bxLCYb9w,m,4,4.47,0.48,10,4,2,390.58,126.66,569.42,700,309.42,1.93
bxLCYb9w,m,4,4.47,0.48,11,3,8,1347.77,126.66,387.77,1221.33,-126.44,0.79
bxLCYb9w,m,4,4.47,0.48,12,4,9,1612.32,126.66,652.32,1198.67,-413.65,2.59
bxLCYb9w,m,4,4.47,0.48,13,2,7,1178.47,126.66,218.47,1181.33,2.87,0.02
bxLCYb9w,m,4,4.47,0.48,14,4,2,390.58,126.66,569.42,644,253.42,1.58
bxLCYb9w,m,4,4.47,0.48,15,1,6,1093.76,126.66,133.76,1033.33,-60.43,0.38
bxLCYb9w,m,4,4.47,0.48,16,1,5,937.19,126.66,22.81,1004,66.81,0.42
bxLCYb9w,m,4,4.47,0.48,17,3,8,1347.77,126.66,387.77,1161.33,-186.44,1.17
bxLCYb9w,m,4,4.47,0.48,18,5,1,156.68,126.66,803.32,709.33,552.65,3.45
bxLCYb9w,m,4,4.47,0.48,19,4,9,1612.32,126.66,652.32,1326.67,-285.65,1.79
ByUwc5XQ,m,4,4.66,0.67,5,1,6,1120.23,126.66,160.23,1165.33,45.11,0.28
ByUwc5XQ,m,4,4.66,0.67,6,5,10,1697.16,126.66,737.16,1344,-353.16,2.21
ByUwc5XQ,m,4,4.66,0.67,7,2,7,1290.86,126.66,330.86,1357.33,66.47,0.42
ByUwc5XQ,m,4,4.66,0.67,8,1,5,863.01,126.66,96.99,792,-71.01,0.44
ByUwc5XQ,m,4,4.66,0.67,9,5,1,213.7,126.66,746.3,472,258.3,1.61
ByUwc5XQ,m,4,4.66,0.67,10,4,9,1582.64,126.66,622.64,1389.33,-193.31,1.21
ByUwc5XQ,m,4,4.66,0.67,11,4,2,360.22,126.66,599.78,673.33,313.11,1.96
ByUwc5XQ,m,4,4.66,0.67,12,2,4,630.64,126.66,329.36,792,161.36,1.01
ByUwc5XQ,m,4,4.66,0.67,13,3,8,1324.71,126.66,364.71,1241.33,-83.38,0.52
ByUwc5XQ,m,4,4.66,0.67,14,2,4,630.64,126.66,329.36,758.67,128.02,0.8
ByUwc5XQ,m,4,4.66,0.67,15,3,3,479.82,126.66,480.18,673.33,193.52,1.21
ByUwc5XQ,m,4,4.66,0.67,16,2,7,1290.86,126.66,330.86,1270.67,-20.2,0.13
ByUwc5XQ,m,4,4.66,0.67,17,5,10,1697.16,126.66,737.16,1266.67,-430.49,2.69
ByUwc5XQ,m,4,4.66,0.67,18,1,6,1120.23,126.66,160.23,1149.33,29.11,0.18
ByUwc5XQ,m,4,4.66,0.67,19,4,9,1582.64,126.66,622.64,1228,-354.64,2.22
C1TpQ8is,m,4,4.57,0.58,5,4,9,1611.26,126.66,651.26,1694.67,83.41,0.52
C1TpQ8is,m,4,4.57,0.58,6,2,4,665.71,126.66,294.29,1726.67,1060.96,6.63
C1TpQ8is,m,4,4.57,0.58,7,1,6,1002.56,126.66,42.56,1737.33,734.78,4.59
C1TpQ8is,m,4,4.57,0.58,8,3,3,553.24,126.66,406.76,246.67,-306.57,1.92
C1TpQ8is,m,4,4.57,0.58,9,3,8,1331.14,126.66,371.14,1716,384.86,2.41
C1TpQ8is,m,4,4.57,0.58,10,5,1,103.11,126.66,856.89,226.67,123.56,0.77
C1TpQ8is,m,4,4.57,0.58,11,4,2,301.75,126.66,658.25,212,-89.75,0.56
C1TpQ8is,m,4,4.57,0.58,12,5,10,1708,126.66,748,1636,-72,0.45
C1TpQ8is,m,4,4.57,0.58,13,1,5,827.4,126.66,132.6,1014.67,187.26,1.17
C1TpQ8is,m,4,4.57,0.58,14,2,7,1285.41,126.66,325.41,1668,382.59,2.39
C1TpQ8is,m,4,4.57,0.58,15,1,6,1002.56,126.66,42.56,1028,25.44,0.16
C1TpQ8is,m,4,4.57,0.58,16,4,2,301.75,126.66,658.25,117.33,-184.41,1.15
C1TpQ8is,m,4,4.57,0.58,17,1,5,827.4,126.66,132.6,908,80.6,0.5
C1TpQ8is,m,4,4.57,0.58,18,2,4,665.71,126.66,294.29,909.33,243.62,1.52
C1TpQ8is,m,4,4.57,0.58,19,5,1,103.11,126.66,856.89,230.67,127.56,0.8
Cf4UoCXE,m,4,4.68,0.69,5,1,5,937.1,126.66,22.9,909.33,-27.77,0.17
Cf4UoCXE,m,4,4.68,0.69,6,3,8,1329.51,126.66,369.51,1141.33,-188.17,1.18
Cf4UoCXE,m,4,4.68,0.69,7,1,6,1004.95,126.66,44.95,1008,3.05,0.02
Cf4UoCXE,m,4,4.68,0.69,8,3,3,514.74,126.66,445.26,746.67,231.93,1.45
Cf4UoCXE,m,4,4.68,0.69,9,4,2,330.06,126.66,629.94,737.33,407.28,2.55
Cf4UoCXE,m,4,4.68,0.69,10,5,10,1766.93,126.66,806.93,1186.67,-580.26,3.63
Cf4UoCXE,m,4,4.68,0.69,11,2,4,685.06,126.66,274.94,845.33,160.27,1
Cf4UoCXE,m,4,4.68,0.69,12,2,7,1137.36,126.66,177.36,1060,-77.36,0.48
Cf4UoCXE,m,4,4.68,0.69,13,4,9,1536.67,126.66,576.67,1249.33,-287.33,1.8
Cf4UoCXE,m,4,4.68,0.69,14,2,7,1137.36,126.66,177.36,1141.33,3.97,0.02
Cf4UoCXE,m,4,4.68,0.69,15,5,1,110.21,126.66,849.79,696,585.79,3.66
Cf4UoCXE,m,4,4.68,0.69,16,1,6,1004.95,126.66,44.95,914.67,-90.28,0.56
Cf4UoCXE,m,4,4.68,0.69,17,2,4,685.06,126.66,274.94,812,126.94,0.79
Cf4UoCXE,m,4,4.68,0.69,18,3,3,514.74,126.66,445.26,650.67,135.93,0.85
Cf4UoCXE,m,4,4.68,0.69,19,5,10,1766.93,126.66,806.93,1286.67,-480.26,3
CRKm7FvQ,m,4,4.29,0.3,5,1,5,843.74,126.66,116.26,914.67,70.93,0.44
CRKm7FvQ,m,4,4.29,0.3,6,3,8,1423.79,126.66,463.79,1429.33,5.54,0.03
CRKm7FvQ,m,4,4.29,0.3,7,2,4,641.17,126.66,318.83,536,-105.17,0.66
CRKm7FvQ,m,4,4.29,0.3,8,1,6,1097.57,126.66,137.57,1072,-25.57,0.16
CRKm7FvQ,m,4,4.29,0.3,9,4,2,317.07,126.66,642.93,216,-101.07,0.63
CRKm7FvQ,m,4,4.29,0.3,10,3,3,518.7,126.66,441.3,849.33,330.64,2.07
CRKm7FvQ,m,4,4.29,0.3,11,2,7,1263.65,126.66,303.65,1384,120.35,0.75
CRKm7FvQ,m,4,4.29,0.3,12,4,9,1529.51,126.66,569.51,1670.67,141.16,0.88
CRKm7FvQ,m,4,4.29,0.3,13,5,1,246.66,126.66,713.34,248,1.34,0.01
CRKm7FvQ,m,4,4.29,0.3,14,3,8,1423.79,126.66,463.79,1636,212.21,1.33
CRKm7FvQ,m,4,4.29,0.3,15,2,7,1263.65,126.66,303.65,1277.33,13.68,0.09
CRKm7FvQ,m,4,4.29,0.3,16,3,3,518.7,126.66,441.3,332,-186.7,1.17
CRKm7FvQ,m,4,4.29,0.3,17,1,6,1097.57,126.66,137.57,1053.33,-44.24,0.28
CRKm7FvQ,m,4,4.29,0.3,18,4,9,1529.51,126.66,569.51,1460,-69.51,0.43
CRKm7FvQ,m,4,4.29,0.3,19,2,4,641.17,126.66,318.83,630.67,-10.51,0.07
Cs3EhzQx,f,4,4.4,0.41,5,4,2,273.9,126.66,686.1,190.67,-83.23,0.52
Cs3EhzQx,f,4,4.4,0.41,6,5,1,150.46,126.66,809.54,177.33,26.88,0.17
Cs3EhzQx,f,4,4.4,0.41,7,3,3,530.63,126.66,429.37,146.67,-383.96,2.4
Cs3EhzQx,f,4,4.4,0.41,8,1,6,966.77,126.66,6.77,845.33,-121.44,0.76
Cs3EhzQx,f,4,4.4,0.41,9,2,7,1272.21,126.66,312.21,1056,-216.21,1.35
Cs3EhzQx,f,4,4.4,0.41,10,4,9,1525.96,126.66,565.96,1260,-265.96,1.66
Cs3EhzQx,f,4,4.4,0.41,11,2,4,719.66,126.66,240.34,873.33,153.67,0.96
Cs3EhzQx,f,4,4.4,0.41,12,1,5,809.14,126.66,150.86,864,54.86,0.34
Cs3EhzQx,f,4,4.4,0.41,13,5,10,1827.35,126.66,867.35,1288,-539.35,3.37
Cs3EhzQx,f,4,4.4,0.41,14,3,8,1481.4,126.66,521.4,1493.33,11.94,0.07
Cs3EhzQx,f,4,4.4,0.41,15,4,2,273.9,126.66,686.1,697.33,423.44,2.65
Cs3EhzQx,f,4,4.4,0.41,16,2,7,1272.21,126.66,312.21,1360,87.79,0.55
Cs3EhzQx,f,4,4.4,0.41,17,4,9,1525.96,126.66,565.96,1325.33,-200.63,1.25
Cs3EhzQx,f,4,4.4,0.41,18,1,6,966.77,126.66,6.77,1344,377.23,2.36
Cs3EhzQx,f,4,4.4,0.41,19,3,3,530.63,126.66,429.37,697.33,166.71,1.04
CyeC5mn3,m,4,4.98,0.99,5,1,5,824.8,126.66,135.2,836,11.2,0.07
CyeC5mn3,m,4,4.98,0.99,6,4,2,374.2,126.66,585.8,557.33,183.14,1.14
CyeC5mn3,m,4,4.98,0.99,7,5,1,240.14,126.66,719.86,90.67,-149.47,0.93
CyeC5mn3,m,4,4.98,0.99,8,5,10,1750.9,126.66,790.9,1309.33,-441.56,2.76
CyeC5mn3,m,4,4.98,0.99,9,2,4,674.49,126.66,285.51,954.67,280.18,1.75
CyeC5mn3,m,4,4.98,0.99,10,3,8,1478.33,126.66,518.33,1381.33,-96.99,0.61
CyeC5mn3,m,4,4.98,0.99,11,3,3,478.57,126.66,481.43,542.67,64.1,0.4
CyeC5mn3,m,4,4.98,0.99,12,2,7,1295.67,126.66,335.67,1136,-159.67,1
CyeC5mn3,m,4,4.98,0.99,13,4,9,1585.73,126.66,625.73,1250.67,-335.06,2.09
CyeC5mn3,m,4,4.98,0.99,14,5,1,240.14,126.66,719.86,656,415.86,2.6
CyeC5mn3,m,4,4.98,0.99,15,5,10,1750.9,126.66,790.9,1340,-410.9,2.57
CyeC5mn3,m,4,4.98,0.99,16,4,9,1585.73,126.66,625.73,1441.33,-144.4,0.9
CyeC5mn3,m,4,4.98,0.99,17,4,2,374.2,126.66,585.8,529.33,155.14,0.97
CyeC5mn3,m,4,4.98,0.99,18,2,7,1295.67,126.66,335.67,1430.67,135,0.84
CyeC5mn3,m,4,4.98,0.99,19,3,8,1478.33,126.66,518.33,1317.33,-160.99,1.01
DcogJeWT,m,4,4.73,0.74,5,1,5,926.51,126.66,33.49,946.67,20.15,0.13
DcogJeWT,m,4,4.73,0.74,6,1,6,1037.77,126.66,77.77,1002.67,-35.1,0.22
DcogJeWT,m,4,4.73,0.74,7,2,4,674.42,126.66,285.58,844,169.58,1.06
DcogJeWT,m,4,4.73,0.74,8,5,10,1763.12,126.66,803.12,1496,-267.12,1.67
DcogJeWT,m,4,4.73,0.74,9,4,9,1616.17,126.66,656.17,1521.33,-94.84,0.59
DcogJeWT,m,4,4.73,0.74,10,5,1,91.68,126.66,868.32,681.33,589.65,3.69
DcogJeWT,m,4,4.73,0.74,11,3,8,1407.15,126.66,447.15,1261.33,-145.82,0.91
DcogJeWT,m,4,4.73,0.74,12,3,3,579.65,126.66,380.35,876,296.35,1.85
DcogJeWT,m,4,4.73,0.74,13,4,2,350.22,126.66,609.78,669.33,319.11,1.99
DcogJeWT,m,4,4.73,0.74,14,4,9,1616.17,126.66,656.17,1481.33,-134.84,0.84
DcogJeWT,m,4,4.73,0.74,15,2,4,674.42,126.66,285.58,788,113.58,0.71
DcogJeWT,m,4,4.73,0.74,16,1,5,926.51,126.66,33.49,922.67,-3.85,0.02
DcogJeWT,m,4,4.73,0.74,17,5,10,1763.12,126.66,803.12,1506.67,-256.45,1.6
DcogJeWT,m,4,4.73,0.74,18,5,1,91.68,126.66,868.32,676,584.32,3.65
DcogJeWT,m,4,4.73,0.74,19,1,6,1037.77,126.66,77.77,953.33,-84.44,0.53
dZmSMQ8M,m,4,4.8,0.81,5,4,9,1633.37,126.66,673.37,1758.67,125.3,0.78
dZmSMQ8M,m,4,4.8,0.81,6,3,3,457.14,126.66,502.86,1761.33,1304.19,8.15
dZmSMQ8M,m,4,4.8,0.81,7,2,4,748.19,126.66,211.81,1704,955.81,5.97
dZmSMQ8M,m,4,4.8,0.81,8,1,5,871.14,126.66,88.86,1732,860.86,5.38
dZmSMQ8M,m,4,4.8,0.81,9,5,1,169.95,126.66,790.05,1845.33,1675.39,10.47
dZmSMQ8M,m,4,4.8,0.81,10,3,8,1312.91,126.66,352.91,1208,-104.91,0.66
dZmSMQ8M,m,4,4.8,0.81,11,5,10,1808,126.66,848,1384,-424,2.65
dZmSMQ8M,m,4,4.8,0.81,12,1,6,992.69,126.66,32.69,1024,31.31,0.2
dZmSMQ8M,m,4,4.8,0.81,13,2,7,1293.83,126.66,333.83,1213.33,-80.5,0.5
dZmSMQ8M,m,4,4.8,0.81,14,1,6,992.69,126.66,32.69,1113.33,120.65,0.75
dZmSMQ8M,m,4,4.8,0.81,15,4,2,299.04,126.66,660.96,748,448.96,2.81
dZmSMQ8M,m,4,4.8,0.81,16,2,7,1293.83,126.66,333.83,1169.33,-124.5,0.78
dZmSMQ8M,m,4,4.8,0.81,17,4,9,1633.37,126.66,673.37,1342.67,-290.7,1.82
dZmSMQ8M,m,4,4.8,0.81,18,1,5,871.14,126.66,88.86,1018.67,147.53,0.92
dZmSMQ8M,m,4,4.8,0.81,19,5,10,1808,126.66,848,1468,-340,2.13
eDUobkJJ,f,4,4.04,0.05,5,5,10,1830.62,126.66,870.62,1316,-514.62,3.22
eDUobkJJ,f,4,4.04,0.05,6,5,1,248.96,126.66,711.04,740,491.04,3.07
eDUobkJJ,f,4,4.04,0.05,7,2,4,714.79,126.66,245.21,986.67,271.88,1.7
eDUobkJJ,f,4,4.04,0.05,8,3,8,1313.64,126.66,353.64,1200,-113.64,0.71
eDUobkJJ,f,4,4.04,0.05,9,3,3,546.7,126.66,413.3,813.33,266.63,1.67
eDUobkJJ,f,4,4.04,0.05,10,1,6,992.69,126.66,32.69,977.33,-15.35,0.1
eDUobkJJ,f,4,4.04,0.05,11,4,9,1605.58,126.66,645.58,1108,-497.58,3.11
eDUobkJJ,f,4,4.04,0.05,12,2,7,1153.44,126.66,193.44,990.67,-162.78,1.02
eDUobkJJ,f,4,4.04,0.05,13,4,2,297.79,126.66,662.21,702.67,404.87,2.53
eDUobkJJ,f,4,4.04,0.05,14,4,2,297.79,126.66,662.21,753.33,455.54,2.85
eDUobkJJ,f,4,4.04,0.05,15,3,3,546.7,126.66,413.3,834.67,287.96,1.8
eDUobkJJ,f,4,4.04,0.05,16,5,10,1830.62,126.66,870.62,1236,-594.62,3.72
eDUobkJJ,f,4,4.04,0.05,17,2,7,1153.44,126.66,193.44,1048,-105.44,0.66
eDUobkJJ,f,4,4.04,0.05,18,3,8,1313.64,126.66,353.64,1113.33,-200.31,1.25
eDUobkJJ,f,4,4.04,0.05,19,5,1,248.96,126.66,711.04,789.33,540.37,3.38
eKiSEiQb,m,4,4.01,0.02,5,4,9,1525.08,126.66,565.08,757.33,-767.75,4.8
eKiSEiQb,m,4,4.01,0.02,6,4,2,259.37,126.66,700.63,565.33,305.97,1.91
eKiSEiQb,m,4,4.01,0.02,7,5,1,166.28,126.66,793.72,712,545.72,3.41
eKiSEiQb,m,4,4.01,0.02,8,1,5,892.29,126.66,67.71,1116,223.71,1.4
eKiSEiQb,m,4,4.01,0.02,9,5,10,1812.51,126.66,852.51,1272,-540.51,3.38
eKiSEiQb,m,4,4.01,0.02,10,1,6,1005.99,126.66,45.99,1253.33,247.34,1.55
eKiSEiQb,m,4,4.01,0.02,11,3,8,1424.5,126.66,464.5,1320,-104.5,0.65
eKiSEiQb,m,4,4.01,0.02,12,2,4,779.54,126.66,180.46,1332,552.46,3.45
eKiSEiQb,m,4,4.01,0.02,13,2,7,1215.21,126.66,255.21,1390.67,175.45,1.1
eKiSEiQb,m,4,4.01,0.02,14,4,9,1525.08,126.66,565.08,1309.33,-215.75,1.35
eKiSEiQb,m,4,4.01,0.02,15,2,7,1215.21,126.66,255.21,1220,4.79,0.03
eKiSEiQb,m,4,4.01,0.02,16,5,10,1812.51,126.66,852.51,1416,-396.51,2.48
eKiSEiQb,m,4,4.01,0.02,17,1,5,892.29,126.66,67.71,918.67,26.38,0.16
eKiSEiQb,m,4,4.01,0.02,18,5,1,166.28,126.66,793.72,878.67,712.39,4.45
eKiSEiQb,m,4,4.01,0.02,19,2,4,779.54,126.66,180.46,925.33,145.8,0.91
EuvR31tP,f,4,4.3,0.31,5,3,3,555.06,126.66,404.94,701.33,146.27,0.91
EuvR31tP,f,4,4.3,0.31,6,3,8,1322.41,126.66,362.41,1177.33,-145.08,0.91
EuvR31tP,f,4,4.3,0.31,7,2,4,693.49,126.66,266.51,902.67,209.17,1.31
EuvR31tP,f,4,4.3,0.31,8,4,2,331.13,126.66,628.87,845.33,514.21,3.21
EuvR31tP,f,4,4.3,0.31,9,5,10,1683.15,126.66,723.15,1402.67,-280.49,1.75
EuvR31tP,f,4,4.3,0.31,10,2,7,1193.25,126.66,233.25,1233.33,40.09,0.25
EuvR31tP,f,4,4.3,0.31,11,4,9,1576.06,126.66,616.06,1298.67,-277.39,1.73
EuvR31tP,f,4,4.3,0.31,12,1,5,869.95,126.66,90.05,1065.33,195.38,1.22
EuvR31tP,f,4,4.3,0.31,13,5,1,188.2,126.66,771.8,818.67,630.47,3.94
EuvR31tP,f,4,4.3,0.31,14,5,1,188.2,126.66,771.8,745.33,557.14,3.48
EuvR31tP,f,4,4.3,0.31,15,3,3,555.06,126.66,404.94,770.67,215.6,1.35
EuvR31tP,f,4,4.3,0.31,16,4,9,1576.06,126.66,616.06,1353.33,-222.72,1.39
EuvR31tP,f,4,4.3,0.31,17,2,7,1193.25,126.66,233.25,1177.33,-15.91,0.1
EuvR31tP,f,4,4.3,0.31,18,4,2,331.13,126.66,628.87,889.33,558.21,3.49
EuvR31tP,f,4,4.3,0.31,19,1,5,869.95,126.66,90.05,1052,182.05,1.14
fp6pyVoM,f,4,4.78,0.79,5,2,7,1145.72,126.66,185.72,1105.33,-40.39,0.25
fp6pyVoM,f,4,4.78,0.79,6,2,4,643.51,126.66,316.49,824,180.49,1.13
fp6pyVoM,f,4,4.78,0.79,7,4,2,404.73,126.66,555.27,720,315.27,1.97
fp6pyVoM,f,4,4.78,0.79,8,3,3,490.34,126.66,469.66,745.33,254.99,1.59
fp6pyVoM,f,4,4.78,0.79,9,3,8,1332.37,126.66,372.37,1126.67,-205.7,1.29
fp6pyVoM,f,4,4.78,0.79,10,1,6,1025.46,126.66,65.46,1017.33,-8.12,0.05
fp6pyVoM,f,4,4.78,0.79,11,5,1,178.63,126.66,781.37,692,513.37,3.21
fp6pyVoM,f,4,4.78,0.79,12,5,10,1745.78,126.66,785.78,1262.67,-483.12,3.02
fp6pyVoM,f,4,4.78,0.79,13,4,9,1595,126.66,635,1241.33,-353.66,2.21
fp6pyVoM,f,4,4.78,0.79,14,2,7,1145.72,126.66,185.72,1037.33,-108.39,0.68
fp6pyVoM,f,4,4.78,0.79,15,3,8,1332.37,126.66,372.37,1241.33,-91.04,0.57
fp6pyVoM,f,4,4.78,0.79,16,1,5,824.27,126.66,135.73,918.67,94.4,0.59
fp6pyVoM,f,4,4.78,0.79,17,4,2,404.73,126.66,555.27,808,403.27,2.52
fp6pyVoM,f,4,4.78,0.79,18,5,1,178.63,126.66,781.37,798.67,620.04,3.88
fp6pyVoM,f,4,4.78,0.79,19,3,3,490.34,126.66,469.66,953.33,462.99,2.89
fUSiea3E,m,4,4.93,0.94,5,5,10,1769.42,126.66,809.42,1257.33,-512.09,3.2
fUSiea3E,m,4,4.93,0.94,6,1,5,876.05,126.66,83.95,916,39.95,0.25
fUSiea3E,m,4,4.93,0.94,7,2,7,1229.34,126.66,269.34,1112,-117.34,0.73
fUSiea3E,m,4,4.93,0.94,8,1,6,1023.02,126.66,63.02,1073.33,50.31,0.31
fUSiea3E,m,4,4.93,0.94,9,5,1,183.02,126.66,776.98,488,304.98,1.91
fUSiea3E,m,4,4.93,0.94,10,4,9,1652.22,126.66,692.22,1490.67,-161.56,1.01
fUSiea3E,m,4,4.93,0.94,11,3,3,479.98,126.66,480.02,677.33,197.36,1.23
fUSiea3E,m,4,4.93,0.94,12,3,8,1353.49,126.66,393.49,1217.33,-136.16,0.85
fUSiea3E,m,4,4.93,0.94,13,4,2,418.14,126.66,541.86,542.67,124.53,0.78
fUSiea3E,m,4,4.93,0.94,14,4,9,1652.22,126.66,692.22,1260,-392.22,2.45
fUSiea3E,m,4,4.93,0.94,15,4,2,418.14,126.66,541.86,625.33,207.19,1.29
