b_Intercept,b_age_centered,b_Iage_centeredE2,b_Iage_centeredE3,sigma,Intercept,lp__
-0.133626,0.0786211,-0.00301959,0.0000289724,0.979979,0.240427,-647.87
-0.126789,0.068975,-0.00236399,0.0000210019,0.97376,0.239928,-639.749
-0.116707,0.0692063,-0.00265286,0.0000260097,0.969055,0.240033,-639.231
-0.0975139,0.0647661,-0.00224532,0.0000200295,0.969226,0.239385,-635.835
-0.00282053,0.0535803,-0.00224868,0.0000229813,0.965313,0.239145,-629.518
-0.00984629,0.0506587,-0.00205791,0.0000209129,0.965477,0.239109,-627.575
0.00991086,0.0428971,-0.00145855,0.000012882,0.956058,0.239608,-620.321
0.0586301,0.0409211,-0.00175514,0.0000181474,0.943648,0.238833,-615.554
0.0121558,0.0417281,-0.00135743,0.0000114743,0.94039,0.239043,-615.623
0.109768,0.0369017,-0.00172867,0.0000183425,0.934891,0.239638,-612.289
0.0321473,0.0368569,-0.00134847,0.0000130348,0.927425,0.239045,-608.419
0.0648816,0.036508,-0.00130914,0.0000117438,0.926582,0.238864,-608.161
0.0131207,0.0362702,-0.00133093,0.0000133845,0.926482,0.238865,-609.933
0.0759452,0.0304144,-0.00132429,0.0000144908,0.926343,0.239012,-607.164
0.0886711,0.0284152,-0.0011201,0.0000113197,0.920992,0.23839,-601.783
0.147339,0.0245422,-0.00121281,0.0000134689,0.912904,0.238521,-598.366
0.188064,0.0166794,-0.000751644,0.00000754589,0.892388,0.23777,-587.539
0.217237,0.00691201,-0.000453364,0.00000573687,0.885788,0.237497,-580.987
0.254298,0.00335899,-0.000369495,0.00000494707,0.880911,0.237064,-577.475
0.231069,0.00154421,-0.000275028,0.00000451587,0.871105,0.236929,-575.563
0.246902,-0.001974,-0.000201485,0.00000436002,0.863154,0.236236,-573.02
0.281562,-0.00124123,-0.000311543,0.0000053077,0.861807,0.236305,-570.636
0.250193,-0.0014774,-0.000129822,0.00000273208,0.84932,0.235623,-566.588
0.229009,0.0032199,-0.000310039,0.00000443788,0.847252,0.235799,-568.163
0.239338,0.00243489,-0.000283949,0.00000407842,0.84619,0.235765,-567.12
0.28131,-0.00215898,-0.000222098,0.00000405927,0.842388,0.235777,-564.18
0.20122,0.000953987,0.0000292284,-0.000000204793,0.842617,0.235855,-567.785
0.242481,-0.0000343072,-0.000161111,0.00000283905,0.846796,0.23571,-566.427
0.310304,-0.00330656,-0.000181551,0.00000318313,0.846736,0.235631,-564.773
0.307704,-0.00288438,-0.000194131,0.00000328456,0.848227,0.235628,-565.344
0.253322,-0.00273168,-0.0000183491,0.00000117394,0.848472,0.236064,-565.829
0.313087,-0.00478195,-0.0000849838,0.00000201016,0.845478,0.236273,-564.074
0.297303,-0.00374874,-0.0000619849,0.00000147402,0.84224,0.236342,-563.64
0.28874,-0.00629748,0.0000226136,0.00000123161,0.834869,0.236288,-560.502
0.348048,-0.00614824,-0.000220822,0.00000436786,0.835185,0.236743,-562.267
0.268557,-0.00645632,0.000169663,-0.0000009559,0.835104,0.236872,-561.499
0.347837,-0.00726489,-0.000232663,0.00000509596,0.841908,0.237161,-564.094
0.289892,-0.00901865,0.000207333,-0.00000094773,0.832644,0.238337,-560.361
0.356606,-0.0111321,-0.0000206048,0.00000270087,0.824562,0.236758,-556.843
0.3586,-0.0112741,-0.0000183262,0.00000267847,0.824673,0.236766,-556.833
0.302222,-0.00892501,0.000206124,-0.00000128375,0.821396,0.236196,-556.154
0.305501,-0.00626364,-0.000105719,0.00000322062,0.817524,0.236449,-556.907
0.301562,-0.00932874,0.000172286,-0.000000460938,0.813912,0.236418,-554.182
0.35692,-0.012312,0.000074129,0.00000144844,0.820371,0.235752,-554.239
0.350932,-0.0124475,0.0000908387,0.00000133151,0.820291,0.235755,-554.11
0.306397,-0.0110327,0.000260196,-0.00000143402,0.819254,0.236311,-554.772
0.355296,-0.0129837,0.0000662906,0.00000194686,0.816014,0.236665,-553.928
0.383793,-0.0216591,0.000660061,-0.00000577604,0.811292,0.236719,-549.775
0.391901,-0.0209771,0.000374527,-0.000000982468,0.805059,0.237024,-548.108
0.345649,-0.0166682,0.000472809,-0.00000369942,0.804453,0.236903,-549.443
0.349619,-0.0161434,0.000367369,-0.0000020774,0.804887,0.236764,-549.214
0.3611,-0.0172038,0.000256292,0.000000189975,0.804811,0.236703,-549.937
0.335623,-0.0141052,0.000307862,-0.00000157991,0.802368,0.236701,-549.518
0.330794,-0.0150807,0.000206138,0.000000835795,0.798525,0.236714,-551.329
0.362461,-0.0169306,0.000446849,-0.00000346561,0.798606,0.237194,-548.408
0.405938,-0.0179709,0.000206959,0.000000467914,0.797782,0.237098,-548.174
0.33276,-0.0171842,0.000451433,-0.00000279384,0.793272,0.236903,-547.26
0.368121,-0.0217083,0.000530963,-0.00000303795,0.786184,0.236342,-543.403
0.381659,-0.0208929,0.000636669,-0.00000564677,0.783744,0.236322,-544.164
0.369931,-0.0218501,0.000468613,-0.00000186201,0.78278,0.236453,-543.904
0.368952,-0.021594,0.00055687,-0.00000357802,0.78106,0.23665,-542.253
0.403161,-0.0238755,0.000545534,-0.0000031132,0.781658,0.23625,-540.817
0.432969,-0.0238375,0.00050423,-0.00000302036,0.781833,0.236261,-541.863
0.403699,-0.0235272,0.000517308,-0.00000277172,0.77376,0.235667,-539.09
0.372313,-0.0263434,0.000788854,-0.0000058447,0.769973,0.2356,-538.91
0.422285,-0.0259268,0.000518083,-0.00000211885,0.77443,0.236046,-539.281
0.42177,-0.0286101,0.000721589,-0.00000466633,0.774668,0.236209,-537.709
0.43917,-0.0288299,0.00067406,-0.00000407455,0.773945,0.23613,-537.373
0.407151,-0.0308815,0.000983358,-0.00000817429,0.773463,0.235852,-537.172
0.461258,-0.0301192,0.000635383,-0.00000325939,0.764398,0.236704,-536.108
0.445058,-0.0315799,0.00080503,-0.00000537787,0.76099,0.237054,-534.555
0.427338,-0.0343035,0.00104337,-0.00000817548,0.759924,0.237126,-534.377
0.474562,-0.0334266,0.000905802,-0.00000706219,0.757029,0.237065,-534.003
0.458975,-0.0350091,0.001022,-0.00000816188,0.756567,0.237058,-532.614
0.499888,-0.0379243,0.000923427,-0.00000594455,0.756314,0.237046,-531.839
0.509895,-0.038064,0.000941592,-0.00000643547,0.755739,0.237099,-531.849
0.485876,-0.0377342,0.00106521,-0.00000834058,0.756111,0.236915,-531.469
0.486001,-0.0379951,0.001027,-0.00000752874,0.759334,0.236639,-531.539
0.497665,-0.0428112,0.00123774,-0.00000952585,0.760491,0.236948,-530.524
0.547169,-0.042446,0.0011093,-0.00000839545,0.760561,0.237253,-532.613
0.513282,-0.0418552,0.00127293,-0.0000109335,0.764059,0.237305,-533.29
0.530392,-0.0452041,0.0012844,-0.0000100345,0.764005,0.237208,-530.544
0.511302,-0.0461202,0.0014501,-0.0000122639,0.764108,0.237317,-530.854
0.549616,-0.0457009,0.00116171,-0.00000797634,0.766898,0.236973,-531.36
0.491722,-0.0431518,0.00140123,-0.0000122575,0.765237,0.237081,-532.459
0.538055,-0.0441476,0.00105546,-0.00000643637,0.767983,0.237747,-533.484
0.499145,-0.0451316,0.0015097,-0.0000135194,0.77047,0.238096,-534.196
0.571056,-0.0483354,0.00122007,-0.00000832641,0.770558,0.238159,-532.42
0.604936,-0.0484661,0.00110012,-0.00000679406,0.771203,0.238293,-535.038
0.534688,-0.0482924,0.00147964,-0.0000123298,0.768936,0.238518,-531.75
0.554697,-0.0489484,0.0013834,-0.0000107158,0.771445,0.237845,-531.342
0.567263,-0.0492437,0.00135048,-0.0000102487,0.767169,0.238012,-530.804
0.548798,-0.0489061,0.00129261,-0.00000892435,0.766316,0.238134,-531.501
0.549914,-0.0484255,0.00135125,-0.0000102441,0.765289,0.238129,-530.446
0.620524,-0.047889,0.000960787,-0.00000482856,0.768807,0.237965,-537.308
0.555578,-0.048355,0.00135278,-0.000010438,0.769621,0.237656,-531.122
0.53665,-0.0467076,0.00135092,-0.0000107227,0.767037,0.237574,-530.935
0.54613,-0.0448668,0.00115841,-0.00000819295,0.769751,0.237739,-532.536
0.5323,-0.0489055,0.00139923,-0.0000105437,0.775464,0.237522,-532.392
0.532432,-0.0494439,0.00150254,-0.0000122116,0.77535,0.237596,-531.966
0.535038,-0.0500733,0.00152189,-0.0000123454,0.775515,0.237628,-531.874
0.572298,-0.0556754,0.00153416,-0.0000108899,0.778209,0.238055,-533.274
0.589847,-0.0557566,0.00153221,-0.0000112015,0.778358,0.238078,-531.794
0.570108,-0.0553978,0.00173354,-0.0000146387,0.778656,0.238264,-531.847
0.580373,-0.0538142,0.00149063,-0.0000110899,0.78256,0.238071,-532.82
0.567947,-0.0509405,0.00137749,-0.0000100078,0.782852,0.238037,-533.647
0.518682,-0.054768,0.00185052,-0.0000159558,0.77031,0.238028,-532.695
0.586329,-0.0533664,0.00142872,-0.0000102687,0.765515,0.238453,-529.952
0.613295,-0.0542674,0.00143029,-0.0000104901,0.764213,0.238345,-529.998
0.590296,-0.0540597,0.00151735,-0.0000116851,0.76433,0.238338,-529.065
0.550935,-0.0557925,0.00169535,-0.0000133419,0.768443,0.23814,-530.727
0.61262,-0.0546712,0.00160787,-0.000013577,0.769093,0.238114,-532.714
0.548166,-0.0536293,0.00178711,-0.0000159347,0.769201,0.238141,-531.643
0.5382,-0.0534534,0.00172608,-0.0000146679,0.768544,0.238186,-530.722
0.618471,-0.0535469,0.00140397,-0.0000104422,0.769001,0.238147,-531.773
0.62628,-0.053422,0.00139529,-0.0000105077,0.768483,0.238183,-532.774
0.581767,-0.0578024,0.00155216,-0.0000104632,0.765975,0.239028,-533.41
0.55695,-0.0572547,0.00193642,-0.0000172644,0.764094,0.238454,-530.183
0.577031,-0.0582173,0.00179534,-0.0000146743,0.763608,0.238431,-528.201
0.62897,-0.0602441,0.00170308,-0.0000132192,0.759426,0.23797,-526.566
0.63922,-0.0592181,0.00161726,-0.000012312,0.760817,0.238159,-527.968
0.622279,-0.0589291,0.00165474,-0.0000127574,0.75926,0.238318,-527.081
0.657253,-0.0579887,0.00140663,-0.00000936467,0.759482,0.238273,-530.414
0.658085,-0.0573764,0.00134993,-0.00000861041,0.760459,0.238207,-531.379
0.602074,-0.0574246,0.00160934,-0.0000121516,0.761192,0.238063,-527.541
0.597158,-0.0621929,0.00190712,-0.0000154208,0.760441,0.238,-526.665
0.67077,-0.06555,0.00190385,-0.0000154922,0.76657,0.237477,-527.673
0.63555,-0.0681079,0.00213935,-0.0000179336,0.769845,0.237287,-526.649
0.646864,-0.0726529,0.00228399,-0.0000188255,0.775174,0.237532,-528.061
0.674142,-0.0735165,0.00220753,-0.000017628,0.771166,0.237563,-526.413
0.592532,-0.0705486,0.00261055,-0.0000245944,0.769516,0.237556,-533.626
0.685614,-0.0713948,0.00200564,-0.0000150968,0.770956,0.237574,-527.231
0.625965,-0.068976,0.00222589,-0.0000189462,0.774745,0.236761,-527.788
0.646024,-0.0689967,0.00221457,-0.0000191613,0.776125,0.237032,-528.262
0.622481,-0.0691406,0.00237373,-0.0000215197,0.775905,0.236957,-530.267
0.658724,-0.0683562,0.00197711,-0.0000153495,0.776541,0.236753,-527.736
0.592913,-0.0678786,0.00210851,-0.0000165497,0.774914,0.236536,-532.678
0.672051,-0.0666588,0.00192839,-0.0000155206,0.776715,0.23564,-527.929
0.64283,-0.0673012,0.00209486,-0.0000176773,0.762918,0.235145,-523.964
0.657537,-0.0671111,0.00192254,-0.0000149004,0.757797,0.235353,-523.044
0.642973,-0.066889,0.00192189,-0.0000146687,0.758391,0.235334,-523.687
0.628765,-0.0677345,0.00213358,-0.000017878,0.761227,0.235762,-523.996
0.712115,-0.0693581,0.0019106,-0.0000148661,0.762363,0.235838,-526.301
0.676986,-0.069352,0.00191093,-0.0000141087,0.762523,0.235721,-524.823
0.664297,-0.0656194,0.00190231,-0.0000153286,0.761302,0.235767,-524.874
0.640658,-0.0675921,0.00210247,-0.000017628,0.761315,0.235737,-523.84
0.638228,-0.0630443,0.00172099,-0.0000125552,0.764883,0.235842,-526.318
0.587988,-0.0601138,0.00190044,-0.000016063,0.767769,0.236041,-527.043
0.627056,-0.060245,0.001637,-0.0000120187,0.769463,0.235196,-527.088
0.623581,-0.0631832,0.0019398,-0.0000162104,0.769354,0.235788,-526.422
0.605517,-0.0612176,0.00175098,-0.0000132163,0.773361,0.235267,-527.917
0.641618,-0.0643402,0.0019983,-0.0000171756,0.775021,0.235563,-528.564
0.614587,-0.0615997,0.00188688,-0.0000157331,0.774031,0.236137,-527.942
0.631731,-0.0653741,0.00188634,-0.0000144317,0.772535,0.235697,-527.08
0.637759,-0.0653888,0.00207285,-0.0000180066,0.774713,0.235284,-528.014
0.684971,-0.0696055,0.00194973,-0.0000148694,0.767483,0.236503,-525.773
0.653407,-0.0720423,0.00230994,-0.0000197564,0.76981,0.23581,-525.317
0.662572,-0.0724967,0.00223762,-0.0000184211,0.770013,0.235808,-524.897
0.705445,-0.0729516,0.0021364,-0.0000172907,0.768823,0.235789,-525.138
0.695501,-0.0729375,0.00204375,-0.0000153693,0.768979,0.235826,-525.505
0.661765,-0.07331,0.00237419,-0.0000205655,0.769278,0.235622,-525.184
0.707094,-0.0744449,0.00223307,-0.0000184534,0.76878,0.235488,-524.662
0.753942,-0.0822631,0.00250084,-0.0000209611,0.77255,0.2348,-524.61
0.755479,-0.0822731,0.00242519,-0.0000196041,0.772224,0.234378,-523.693
0.717234,-0.0829828,0.00264897,-0.0000225978,0.773169,0.233557,-523.144
0.740048,-0.0815212,0.00237268,-0.0000186553,0.776275,0.233295,-523.88
0.748784,-0.0822475,0.0025287,-0.0000214012,0.777003,0.233337,-524.75
0.764957,-0.0848372,0.00257509,-0.0000214573,0.774214,0.233492,-523.549
0.7249,-0.0844448,0.00259013,-0.0000210299,0.779378,0.233598,-524.772
0.731724,-0.0819565,0.00245203,-0.0000197307,0.776584,0.233881,-523.972
0.729826,-0.086851,0.00276818,-0.0000233436,0.770867,0.23406,-522.873
0.775552,-0.0865313,0.00268512,-0.0000229514,0.771016,0.234185,-524.144
0.749497,-0.0857581,0.00252528,-0.0000197771,0.763607,0.234131,-521.911
0.749353,-0.0869598,0.00276289,-0.0000236298,0.762918,0.233843,-520.837
0.766232,-0.0897585,0.00284098,-0.000024187,0.760686,0.234296,-520.386
0.817701,-0.0929255,0.00278426,-0.0000228671,0.76076,0.234005,-520.54
0.772264,-0.0894688,0.00280607,-0.0000238267,0.760154,0.233243,-519.663
0.763697,-0.0902424,0.00283099,-0.0000237636,0.761862,0.232866,-519.439
0.793386,-0.0933658,0.00285141,-0.0000233982,0.764343,0.233081,-519.963
0.809664,-0.0966275,0.00301731,-0.000025361,0.761501,0.23332,-519.467
0.853568,-0.0959548,0.00268067,-0.0000204062,0.758968,0.233526,-521.746
0.821643,-0.0961593,0.00264748,-0.0000190033,0.759742,0.23358,-526.524
0.888965,-0.0961776,0.00264228,-0.0000203726,0.759843,0.233577,-524.939
0.848062,-0.0964705,0.00275186,-0.000021369,0.760551,0.233569,-521.163
0.759908,-0.0965835,0.00317023,-0.0000271234,0.75892,0.232821,-520.791
0.804962,-0.0962873,0.00305306,-0.0000260765,0.758417,0.23296,-518.897
0.782947,-0.0942634,0.00299346,-0.000025404,0.75676,0.23251,-518.127
0.795623,-0.0944034,0.00295513,-0.0000249118,0.757457,0.232521,-518.156
0.804122,-0.0947834,0.00298173,-0.000025418,0.757308,0.232609,-518.616
0.859895,-0.0979095,0.00288985,-0.0000235539,0.756841,0.232675,-519.735
0.813626,-0.0988833,0.00305125,-0.0000250809,0.755752,0.23291,-518.279
0.830501,-0.0985636,0.0031075,-0.0000266306,0.755246,0.232876,-518.756
0.812231,-0.0987828,0.00310891,-0.0000261598,0.755585,0.232857,-517.961
0.808854,-0.0982488,0.0031055,-0.0000262573,0.754717,0.232992,-517.916
0.80246,-0.0982463,0.00310537,-0.000026116,0.754714,0.232992,-518.046
0.768443,-0.0967719,0.00317333,-0.0000272836,0.755579,0.23282,-519.441
0.768443,-0.0967719,0.00317333,-0.0000272836,0.755579,0.23282,-519.441
0.784853,-0.0970972,0.00315834,-0.0000272236,0.75481,0.232744,-518.456
0.784853,-0.0970972,0.00315834,-0.0000272236,0.75481,0.232744,-518.456
0.774281,-0.0970626,0.00312463,-0.0000263856,0.754998,0.232746,-519.118
0.770663,-0.0970621,0.00312425,-0.0000262997,0.754991,0.232745,-519.517
0.786502,-0.0970022,0.00306853,-0.0000256469,0.755609,0.232659,-518.473
0.814791,-0.0970903,0.00300101,-0.0000249818,0.755644,0.23264,-517.734
0.81906,-0.0968289,0.00304313,-0.0000259762,0.755056,0.232285,-518.096
0.789322,-0.096739,0.00301983,-0.0000249357,0.75486,0.232271,-518.064
0.798692,-0.0962775,0.00301279,-0.0000252156,0.755129,0.232286,-517.454
0.788477,-0.0973951,0.00306948,-0.0000255558,0.754998,0.231628,-517.678
0.833008,-0.0973848,0.00306868,-0.0000265203,0.754964,0.231629,-519.111
0.798513,-0.0972545,0.00304973,-0.0000254729,0.754726,0.231663,-517.074
0.791879,-0.0972751,0.0030468,-0.0000252644,0.754701,0.231666,-517.499
0.800291,-0.0972816,0.00304742,-0.000025457,0.754706,0.231666,-517.022
0.800291,-0.0972816,0.00304742,-0.000025457,0.754706,0.231666,-517.022
0.830023,-0.0980493,0.00292814,-0.0000235683,0.755776,0.231583,-517.454
0.834315,-0.0978691,0.00294965,-0.0000241387,0.755319,0.231594,-517.237
0.86068,-0.0985607,0.00290502,-0.0000235831,0.755238,0.2317,-518.516
0.775844,-0.0968962,0.00316288,-0.0000272452,0.754651,0.230651,-517.213
0.789544,-0.0959046,0.00307649,-0.0000263975,0.755961,0.230393,-516.698
0.83183,-0.0962226,0.00286333,-0.0000232406,0.756584,0.230804,-517.258
0.810455,-0.0964214,0.00290684,-0.0000234884,0.758554,0.230742,-517.399
0.799121,-0.0957542,0.00300967,-0.0000254314,0.75811,0.230844,-517.129
0.810909,-0.0957094,0.00295532,-0.0000247079,0.756883,0.230786,-516.861
0.825032,-0.0955818,0.00281409,-0.000022462,0.757144,0.231086,-517.634
0.797516,-0.0931783,0.00296835,-0.0000257828,0.76009,0.230626,-519.097
0.828574,-0.0979336,0.00305008,-0.0000258523,0.760327,0.230901,-518.165
0.844903,-0.0981944,0.00293968,-0.0000240593,0.760098,0.230815,-518.107
0.83344,-0.097895,0.00280211,-0.0000214052,0.761337,0.230742,-520.179
0.85976,-0.0975907,0.00288925,-0.0000237202,0.76041,0.23091,-519.758
0.744056,-0.0943663,0.00304615,-0.0000255091,0.76511,0.23114,-521.73
0.787001,-0.09342,0.00284379,-0.000023141,0.764158,0.230917,-518.675
0.841017,-0.0967354,0.00281169,-0.0000222547,0.756077,0.231106,-517.883
0.843028,-0.0997188,0.00293872,-0.0000233082,0.760569,0.231511,-518.897
0.846793,-0.101989,0.00299723,-0.0000234594,0.76757,0.231615,-521.493
0.807527,-0.101167,0.00325491,-0.0000277101,0.771008,0.231999,-521.285
0.873989,-0.101585,0.0030259,-0.0000247458,0.773973,0.232401,-522.765
0.801515,-0.099248,0.00314659,-0.000026412,0.772278,0.232945,-522.079
0.817014,-0.0993848,0.00323212,-0.0000282668,0.77084,0.233002,-522.564
0.82376,-0.0990047,0.00303276,-0.0000249012,0.771294,0.233211,-521.607
0.830872,-0.0985832,0.00301955,-0.000025009,0.773564,0.23282,-521.827
0.814673,-0.0988207,0.00310254,-0.0000260836,0.768375,0.232641,-520.503
0.849346,-0.0973468,0.00293369,-0.0000243779,0.763446,0.232844,-521.016
0.811515,-0.097389,0.00306395,-0.000025936,0.765011,0.232757,-519.922
0.828903,-0.0967156,0.00290254,-0.0000236419,0.760918,0.232584,-519.097
0.815167,-0.0955573,0.00292701,-0.0000243189,0.759257,0.232042,-518.25
0.785501,-0.0904983,0.00281859,-0.0000239242,0.758099,0.23168,-518.45
0.762495,-0.0892339,0.00275003,-0.0000227271,0.758215,0.231242,-517.535
0.784742,-0.0900385,0.00271175,-0.0000221444,0.759264,0.231529,-518.039
0.761674,-0.0884902,0.00281077,-0.0000241625,0.766755,0.231127,-520.055
0.779592,-0.0914266,0.00271854,-0.0000215533,0.772925,0.230942,-521.329
0.752876,-0.0914155,0.00299126,-0.000026008,0.771947,0.230774,-521.115
0.82759,-0.0963113,0.00284259,-0.0000227339,0.769862,0.230437,-519.914
0.783769,-0.0999231,0.00319474,-0.000026677,0.768773,0.229971,-520.899
0.848966,-0.0994058,0.0029898,-0.0000245417,0.764526,0.230492,-518.735
0.822236,-0.0987295,0.00302476,-0.000024905,0.763798,0.230358,-517.952
0.807763,-0.0989659,0.0031046,-0.0000259557,0.758108,0.230372,-516.86
0.788298,-0.0947587,0.00307701,-0.0000268914,0.75922,0.230266,-518.192
0.855037,-0.0967892,0.00278928,-0.000022135,0.760695,0.230614,-519.273
0.811269,-0.0972484,0.00314532,-0.0000275578,0.76177,0.229853,-518.972
0.823559,-0.0951248,0.00285296,-0.0000233901,0.759557,0.229235,-516.842
0.806461,-0.0942766,0.00280797,-0.0000225697,0.761735,0.228919,-516.876
0.733655,-0.0886056,0.00284253,-0.000024139,0.762435,0.228612,-517.289
0.79539,-0.0920649,0.00271598,-0.000021616,0.759837,0.228764,-516.584
0.746069,-0.0925701,0.00290828,-0.0000238581,0.757241,0.228831,-517.759
0.756782,-0.0927453,0.00300213,-0.0000257447,0.757176,0.228889,-516.272
0.799877,-0.0907989,0.00261203,-0.0000203664,0.756202,0.22842,-516.224
0.773015,-0.0893724,0.00261713,-0.0000205013,0.756883,0.228637,-516.441
0.729176,-0.0889182,0.00284464,-0.0000239349,0.757818,0.228893,-516.898
0.766542,-0.0914692,0.00288483,-0.0000243554,0.759324,0.229151,-516.363
0.732582,-0.0871538,0.00264695,-0.0000211472,0.76152,0.228844,-518.276
0.780417,-0.0886428,0.00273766,-0.0000232202,0.75945,0.228207,-517.002
0.804225,-0.0895789,0.00265065,-0.0000217217,0.760123,0.228153,-517.414
0.751728,-0.0881887,0.00284459,-0.000024774,0.757113,0.227867,-516.259
0.807949,-0.0902061,0.00269377,-0.0000223277,0.757102,0.227809,-516.882
0.815597,-0.0911091,0.00259578,-0.0000202886,0.759532,0.227705,-516.951
0.769279,-0.0937707,0.00286697,-0.0000230943,0.756882,0.227756,-516.205
0.783583,-0.0940185,0.0030439,-0.0000265567,0.755302,0.227958,-515.761
0.760556,-0.0932855,0.00306568,-0.0000267803,0.756248,0.227943,-515.886
0.799875,-0.0921555,0.00288178,-0.0000247435,0.757195,0.228264,-516.959
0.784608,-0.0946767,0.00288924,-0.0000234089,0.759493,0.229095,-516.863
0.78336,-0.0946887,0.00293325,-0.0000241881,0.759159,0.229096,-516.36
0.831032,-0.0969505,0.0029427,-0.0000244041,0.756816,0.228969,-516.059
0.811589,-0.0956153,0.00290726,-0.0000239094,0.757098,0.229353,-515.88
0.831448,-0.0978752,0.00278817,-0.0000211514,0.755226,0.229,-518.167
0.822893,-0.0983589,0.00299437,-0.0000245544,0.757723,0.228933,-515.706
0.786893,-0.0962236,0.00310545,-0.0000267645,0.759129,0.228906,-516.49
0.783717,-0.0955252,0.00300044,-0.0000250726,0.756417,0.228697,-515.452
0.792135,-0.0955943,0.00297216,-0.0000247041,0.75678,0.228716,-515.359
0.819536,-0.0984367,0.00302032,-0.0000249286,0.755159,0.228773,-514.992
0.836632,-0.096711,0.00291784,-0.0000241836,0.756093,0.228558,-516.1
0.812538,-0.0970864,0.00300314,-0.000025056,0.759768,0.228876,-516.046
0.81028,-0.0952058,0.00280172,-0.0000221479,0.755396,0.227878,-515.289
0.791235,-0.0934863,0.00282982,-0.000023009,0.756592,0.228071,-515.005
0.781562,-0.091635,0.00284481,-0.0000238965,0.756245,0.228046,-514.972
0.793818,-0.0931092,0.00276478,-0.0000220392,0.757498,0.227799,-515.426
0.814329,-0.0930163,0.00275329,-0.0000223166,0.75737,0.227833,-515.63
0.810104,-0.0932755,0.00273842,-0.0000218364,0.757172,0.227761,-515.412
0.81443,-0.0960447,0.00296802,-0.0000249368,0.755578,0.227754,-514.76
0.80152,-0.0961595,0.00292368,-0.0000237848,0.755288,0.227774,-514.596
0.747025,-0.0977235,0.00326235,-0.0000281468,0.757832,0.227688,-518.512
0.807562,-0.0968756,0.0030517,-0.0000259598,0.758906,0.227816,-515.446
0.842991,-0.100621,0.00309416,-0.0000258612,0.756123,0.227533,-514.693
0.846011,-0.10107,0.0030726,-0.0000253295,0.757137,0.227559,-514.804
0.839962,-0.101456,0.00312635,-0.0000260162,0.756207,0.227605,-514.481
0.863982,-0.100779,0.00289291,-0.0000225309,0.758462,0.227859,-516.878
0.784671,-0.0997722,0.00318085,-0.0000265541,0.757769,0.227839,-516.695
0.828976,-0.100363,0.0030164,-0.0000242266,0.759737,0.227896,-516.075
0.832321,-0.099912,0.00317508,-0.0000274163,0.759788,0.228395,-516.966
0.810261,-0.0958716,0.00289058,-0.000023483,0.758711,0.228253,-515.567
0.796891,-0.0950067,0.00280212,-0.0000219453,0.756813,0.22813,-516.579
0.832878,-0.094779,0.00280538,-0.0000228937,0.757348,0.228152,-516.417
0.751304,-0.0917435,0.00298393,-0.0000257628,0.757959,0.22757,-515.654
0.792489,-0.0929732,0.00291917,-0.0000249243,0.756284,0.227537,-515.207
0.761451,-0.0866796,0.0026148,-0.0000214446,0.757317,0.226656,-514.511
0.721427,-0.0831894,0.00240018,-0.0000181672,0.756565,0.226307,-517.085
0.67229,-0.0816236,0.00270174,-0.0000233587,0.757769,0.225902,-516.201
0.705082,-0.0817197,0.00247511,-0.0000198553,0.75779,0.225802,-515.006
0.691994,-0.078444,0.00240052,-0.0000196438,0.754997,0.225985,-514.215
0.70684,-0.0779244,0.00227198,-0.0000178277,0.756043,0.226012,-514.83
0.686552,-0.0818534,0.00262097,-0.0000220757,0.755659,0.226052,-514.949
0.728204,-0.0815231,0.00264092,-0.0000235046,0.755121,0.225937,-517.651
0.69496,-0.0815328,0.00264255,-0.0000228027,0.755099,0.225937,-514.556
0.716835,-0.0818649,0.00261083,-0.0000225511,0.755173,0.225831,-514.652
0.68657,-0.082102,0.00260326,-0.000021643,0.754918,0.225865,-514.925
0.694188,-0.0831289,0.00257977,-0.0000209164,0.755273,0.226047,-515.687
0.752675,-0.0831117,0.00247634,-0.0000202944,0.758143,0.226129,-515.172
0.722942,-0.0848815,0.00257662,-0.0000207162,0.76136,0.225731,-515.517
0.751335,-0.0861615,0.00266648,-0.0000224276,0.759903,0.225696,-514.625
0.77321,-0.0860301,0.00248955,-0.0000197002,0.759692,0.22573,-515.109
0.77978,-0.086433,0.00244663,-0.0000188748,0.75973,0.225663,-515.604
0.736572,-0.0860846,0.00266736,-0.0000221574,0.758891,0.225583,-514.02
0.758815,-0.0867421,0.00259806,-0.0000210859,0.759267,0.225027,-513.796
0.773554,-0.0867534,0.00258696,-0.0000211988,0.759152,0.225025,-514.405
0.739862,-0.0869917,0.00266495,-0.0000217901,0.75984,0.225213,-514.094
0.757606,-0.0876924,0.00262192,-0.0000210762,0.758542,0.22509,-513.722
0.739287,-0.0924892,0.00307427,-0.0000268965,0.756693,0.224762,-514.32
0.772131,-0.0932498,0.00292571,-0.0000245356,0.75785,0.224831,-513.012
0.785106,-0.0907744,0.00274532,-0.0000225958,0.756793,0.224633,-512.89
0.768322,-0.0942577,0.00300001,-0.0000253976,0.758631,0.223811,-512.704
0.777331,-0.0930364,0.00295869,-0.0000253747,0.756442,0.22382,-512.466
0.799926,-0.092362,0.0027759,-0.0000227959,0.75542,0.223864,-512.263
0.803363,-0.0923009,0.00275298,-0.0000224744,0.755106,0.223916,-512.375
0.7965,-0.0923705,0.00272809,-0.000021834,0.755358,0.223924,-512.254
0.80299,-0.0924958,0.00273465,-0.0000220409,0.755727,0.223944,-512.435
